File,sentId,Sentence,SentenceParse,eId,eiId,eText,Normalization,FactValues,PragValues,TrainTest
wsj_0810.tml,20,"Once he realized that Paribas\'s intentions weren\'t friendly, he said, but before the bid was launched, he sought approval to boost his Paribas stake above 10%.","(S (SBAR (IN Once) (S (NP (PRP he)) (VP (VBD realized) (SBAR (IN that) (S (NP (NP (NNP Paribas) (POS 's)) (NNS intentions)) (NP (NP (NP (NN weren) (POS ')) (NN t)) (ADJP (JJ friendly))))) (, ,) (SBAR (SBAR (S (NP (PRP he)) (VP (VBD said)))) (, ,) (CC but) (SBAR (IN before) (S (NP (DT the) (NN bid)) (VP (VBD was) (VP (VBN launched))))))))) (, ,) (NP (PRP he)) (VP (VBD sought) (NP (NN approval)) (S (VP (TO to) (VP (VB boost) (NP (PRP$ his) (NNP Paribas) (NN stake)) (PP (IN above) (NP (CD 10) (NN %))))))) (. .))",e99,ei2723,launched,the bid was launched,he_AUTHOR:ct_plus|AUTHOR:uu,ct_minus:0|ct_plus:9|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:1,train
wsj_0810.tml,20,"Once he realized that Paribas\'s intentions weren\'t friendly, he said, but before the bid was launched, he sought approval to boost his Paribas stake above 10%.","(S (SBAR (IN Once) (S (NP (PRP he)) (VP (VBD realized) (SBAR (IN that) (S (NP (NP (NNP Paribas) (POS 's)) (NNS intentions)) (NP (NP (NP (NN weren) (POS ')) (NN t)) (ADJP (JJ friendly))))) (, ,) (SBAR (SBAR (S (NP (PRP he)) (VP (VBD said)))) (, ,) (CC but) (SBAR (IN before) (S (NP (DT the) (NN bid)) (VP (VBD was) (VP (VBN launched))))))))) (, ,) (NP (PRP he)) (VP (VBD sought) (NP (NN approval)) (S (VP (TO to) (VP (VB boost) (NP (PRP$ his) (NNP Paribas) (NN stake)) (PP (IN above) (NP (CD 10) (NN %))))))) (. .))",e103,ei2726,boost,he boosted his Paribas stake above 10%,he_AUTHOR:uu|AUTHOR:uu,ct_minus:0|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:4|uu:6,train
wsj_0810.tml,20,"Once he realized that Paribas\'s intentions weren\'t friendly, he said, but before the bid was launched, he sought approval to boost his Paribas stake above 10%.","(S (SBAR (IN Once) (S (NP (PRP he)) (VP (VBD realized) (SBAR (IN that) (S (NP (NP (NNP Paribas) (POS 's)) (NNS intentions)) (NP (NP (NP (NN weren) (POS ')) (NN t)) (ADJP (JJ friendly))))) (, ,) (SBAR (SBAR (S (NP (PRP he)) (VP (VBD said)))) (, ,) (CC but) (SBAR (IN before) (S (NP (DT the) (NN bid)) (VP (VBD was) (VP (VBN launched))))))))) (, ,) (NP (PRP he)) (VP (VBD sought) (NP (NN approval)) (S (VP (TO to) (VP (VB boost) (NP (PRP$ his) (NNP Paribas) (NN stake)) (PP (IN above) (NP (CD 10) (NN %))))))) (. .))",e100,ei2724,sought,he sought approval,he_AUTHOR:ct_plus|AUTHOR:uu,ct_minus:0|ct_plus:10|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0810.tml,21,"The petition is still pending, but Mr. Fournier downplayed the likelihood of his organizing a takeover bid of his own for the much-larger Paribas.","(S (S (NP (DT The) (NN petition)) (VP (VBZ is) (ADVP (RB still)) (ADJP (VBG pending)))) (, ,) (CC but) (S (NP (NNP Mr.) (NNP Fournier)) (VP (VBD downplayed) (NP (NP (DT the) (NN likelihood)) (PP (IN of) (NP (PRP$ his) (NN organizing)))) (NP-TMP (NP (DT a) (NN takeover) (NN bid)) (PP (IN of) (NP (NP (PRP$ his) (JJ own)) (PP (IN for) (NP (DT the) (JJ much-larger) (NNP Paribas)))))))) (. .))",e108,ei2731,bid,Mr. Fournier will bid,AUTHOR:uu,ct_minus:0|ct_plus:0|pr_minus:5|pr_plus:1|ps_minus:2|ps_plus:2|uu:0,train
wsj_0810.tml,21,"The petition is still pending, but Mr. Fournier downplayed the likelihood of his organizing a takeover bid of his own for the much-larger Paribas.","(S (S (NP (DT The) (NN petition)) (VP (VBZ is) (ADVP (RB still)) (ADJP (VBG pending)))) (, ,) (CC but) (S (NP (NNP Mr.) (NNP Fournier)) (VP (VBD downplayed) (NP (NP (DT the) (NN likelihood)) (PP (IN of) (NP (PRP$ his) (NN organizing)))) (NP-TMP (NP (DT a) (NN takeover) (NN bid)) (PP (IN of) (NP (NP (PRP$ his) (JJ own)) (PP (IN for) (NP (DT the) (JJ much-larger) (NNP Paribas)))))))) (. .))",e107,ei2730,organizing,Mr. Fournier will organize a takeover bid,AUTHOR:uu,ct_minus:0|ct_plus:0|pr_minus:3|pr_plus:2|ps_minus:2|ps_plus:2|uu:1,train
wsj_0810.tml,23,"Mr. Fournier said the large institutions that hold nearly 50% of Navigation Mixte\'s capital all strongly support him, but some analysts said they aren\'t so sure.","(S (S (NP (NNP Mr.) (NNP Fournier)) (VP (VBD said) (SBAR (S (NP (NP (DT the) (JJ large) (NNS institutions)) (SBAR (WHNP (WDT that)) (S (VP (VBP hold) (NP (NP (QP (RB nearly) (CD 50)) (NN %)) (PP (IN of) (NP (NP (NNP Navigation) (NNP Mixte) (POS 's)) (NN capital)))))))) (RB all) (ADVP (RB strongly)) (VP (VB support) (NP (PRP him))))))) (, ,) (CC but) (S (NP (DT some) (NNS analysts)) (VP (VBD said) (S (NP (PRP they)) (NP (NP (NP (NN aren) (POS ')) (NN t)) (ADJP (RB so) (JJ sure)))))) (. .))",e113,ei2733,support,the large institutions that hold nearly 50% of Navigation Mixte's capital all strongly support Mr. Fournier,Fournier_AUTHOR:ct_plus|AUTHOR:uu,ct_minus:0|ct_plus:1|pr_minus:0|pr_plus:1|ps_minus:4|ps_plus:3|uu:1,train
wsj_0810.tml,27,The purchase of the additional 48% stake is expected to cost more than 11 billion francs ($1.77 billion).,(S (NP (NP (DT The) (NN purchase)) (PP (IN of) (NP (DT the) (JJ additional) (ADJP (CD 48) (NN %)) (NN stake)))) (VP (VBZ is) (VP (VBN expected) (S (VP (TO to) (VP (VB cost) (NP (NP (QP (JJR more) (IN than) (CD 11) (CD billion)) (NNS francs)) (PRN (-LRB- -LRB-) (NP (QP ($ $) (CD 1.77) (CD billion))) (-RRB- -RRB-)))))))) (. .)),e2010,ei2748,cost,the purchase of the additional 48% stake will cost more than 11 billion francs,GEN_AUTHOR:pr_plus|AUTHOR:pr_plus,ct_minus:0|ct_plus:2|pr_minus:0|pr_plus:8|ps_minus:0|ps_plus:0|uu:0,train
wsj_0811.tml,5,"The debt reduction is expected to save the Fort Lauderdale, Fla. home video concern about $2 million a year in interest expense.","(S (NP (DT The) (NN debt) (NN reduction)) (VP (VBZ is) (VP (VBN expected) (S (VP (TO to) (VP (VB save) (NP (DT the) (NAC (NNP Fort) (NNP Lauderdale) (, ,) (NNP Fla.)) (NN home) (NN video) (NN concern)) (NP (NP (QP (RB about) ($ $) (CD 2) (CD million))) (NP (DT a) (NN year)) (PP (IN in) (NP (NN interest) (NN expense))))))))) (. .))",e17,ei160,save,the debt reduction will save the Fort Lauderdale home video concern,GEN_AUTHOR:pr_plus|AUTHOR:pr_plus,ct_minus:0|ct_plus:0|pr_minus:0|pr_plus:8|ps_minus:0|ps_plus:1|uu:1,train
wsj_0811.tml,6,The zero-coupon subordinated notes have no periodic interest payments.,(S (NP (DT The) (JJ zero-coupon) (JJ subordinated) (NNS notes)) (VP (VBP have) (NP (DT no) (JJ periodic) (NN interest) (NNS payments))) (. .)),e21,ei161,payments,there are periodic interest payments,AUTHOR:ct_minus,ct_minus:10|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0816.tml,9,Later yesterday the nation\'s major auto makers added to the gloom when they each reported their core auto operations were net losers in the third quarter.,(S (NP-TMP (RB Later) (NN yesterday)) (NP (NP (DT the) (NN nation) (POS 's)) (JJ major) (NN auto) (NNS makers)) (VP (VBD added) (PP (TO to) (NP (DT the) (NN gloom))) (SBAR (WHADVP (WRB when)) (S (NP (PRP they)) (DT each) (VP (VBD reported) (SBAR (S (NP (PRP$ their) (JJ core) (NN auto) (NNS operations)) (VP (VBD were) (NP (NP (JJ net) (NNS losers)) (PP (IN in) (NP (DT the) (JJ third) (NN quarter))))))))))) (. .)),e101,ei501,losers,their core auto operations were net losers in the third quarter,they_AUTHOR:ct_plus|AUTHOR:uu,ct_minus:0|ct_plus:10|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0816.tml,10,The less-than-robust third-quarter results came amid renewed concern about the volatility of stock prices and the role of computer-aided program trading.,(S (NP (DT The) (JJ less-than-robust) (JJ third-quarter) (NNS results)) (VP (VBD came) (PP (IN amid) (NP (NP (VBN renewed) (NN concern)) (PP (IN about) (NP (NP (NP (DT the) (NN volatility)) (PP (IN of) (NP (NN stock) (NNS prices)))) (CC and) (NP (NP (DT the) (NN role)) (PP (IN of) (NP (JJ computer-aided) (NN program) (NN trading))))))))) (. .)),e106,ei504,volatility,there is volatility of stock prices,GEN_AUTHOR:ps_plus|AUTHOR:uu,ct_minus:0|ct_plus:6|pr_minus:0|pr_plus:2|ps_minus:0|ps_plus:2|uu:0,train
wsj_0816.tml,13,"Although the government said the economy grew an estimated 2.5% in the third quarter, in line with expectations, analysts are increasingly predicting much more sluggish growth -- and therefore more corporate earnings disappointments -- for the fourth quarter.","(S (SBAR (IN Although) (S (NP (DT the) (NN government)) (VP (VBD said) (SBAR (S (NP (DT the) (NN economy)) (VP (VBD grew) (NP (DT an) (JJ estimated) (CD 2.5) (NN %)) (PP (IN in) (NP (DT the) (JJ third) (NN quarter))) (, ,) (PP (IN in) (NP (NP (NN line)) (PP (IN with) (NP (NNS expectations))))))))))) (, ,) (NP (NNS analysts)) (VP (VBP are) (ADVP (RB increasingly)) (VP (VBG predicting) (NP (NP (ADJP (RB much) (RBR more) (JJ sluggish)) (NN growth)) (PRN (: --) (CC and) (ADVP (RB therefore)) (NP (JJR more) (JJ corporate) (NNS earnings) (NNS disappointments)) (: --))) (PP (IN for) (NP (DT the) (JJ fourth) (NN quarter))))) (. .))",e114,ei514,growth,there will be much more sluggish growth in the fourth quarter,analysts_AUTHOR:pr_plus|AUTHOR:uu,ct_minus:0|ct_plus:0|pr_minus:0|pr_plus:9|ps_minus:0|ps_plus:1|uu:0,train
wsj_0816.tml,17,"While bond investors would have preferred growth to be a little slower, they were cheered by inflation measures in the data that showed prices rising at a modest annual rate of 2.9%.","(S (SBAR (IN While) (S (NP (NN bond) (NNS investors)) (VP (MD would) (VP (VB have) (NP (VBN preferred) (NN growth) (S (VP (TO to) (VP (VB be) (ADJP (NP (DT a) (RB little)) (JJR slower)))))))))) (, ,) (NP (PRP they)) (VP (VBD were) (VP (VBN cheered) (PP (IN by) (NP (NN inflation) (NNS measures))) (PP (IN in) (NP (NP (DT the) (NNS data)) (SBAR (WHNP (WDT that)) (S (VP (VBD showed) (NP (NP (NNS prices)) (VP (VBG rising) (PP (IN at) (NP (NP (DT a) (JJ modest) (JJ annual) (NN rate)) (PP (IN of) (NP (CD 2.9) (NN %)))))))))))))) (. .))",e134,ei541,be,growth was a little slower,AUTHOR:ct_minus,ct_minus:7|ct_plus:0|pr_minus:1|pr_plus:0|ps_minus:0|ps_plus:0|uu:2,train
wsj_0904.tml,5,"The computer maker said net jumped to $87 million, or $2.02 a share, from $58 million, or $1.40 a share, a year earlier.","(S (NP (DT The) (NN computer) (NN maker)) (VP (VBD said) (SBAR (S (NP (NN net)) (VP (VBD jumped) (PP (TO to) (NP (NP (QP ($ $) (CD 87) (CD million))) (, ,) (CC or) (NP (NP ($ $) (CD 2.02)) (NP (DT a) (NN share))) (, ,))) (PP (IN from) (NP (NP (QP ($ $) (CD 58) (CD million))) (, ,) (CC or) (NP (NP ($ $) (CD 1.40)) (NP (DT a) (NN share))) (, ,)) (NP-TMP (DT a) (NN year) (RBR earlier))))))) (. .))",e10,ei359,jumped,net jumped to $87 million,maker_AUTHOR:ct_plus|AUTHOR:uu,ct_minus:0|ct_plus:10|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0907.tml,6,"In an interview, W. Brent LeGere, chairman and chief executive officer, said he expects revenue in the latest quarter to total about $28 million.","(S (PP (IN In) (NP (DT an) (NN interview))) (, ,) (NP (NP (NNP W.) (NNP Brent) (NNP LeGere)) (, ,) (NP (NN chairman) (CC and) (JJ chief) (NN executive) (NN officer)) (, ,)) (VP (VBD said) (SBAR (S (NP (PRP he)) (VP (VBZ expects) (NP (NN revenue)) (PP (IN in) (NP (DT the) (JJS latest) (NN quarter))) (S (VP (TO to) (VP (VB total) (NP (QP (RB about) ($ $) (CD 28) (CD million)))))))))) (. .))",e11,ei134,total,revenue in the latest quarter will total about $28 million,he=LeGere_AUTHOR:pr_plus|AUTHOR:uu,ct_minus:0|ct_plus:0|pr_minus:0|pr_plus:9|ps_minus:0|ps_plus:1|uu:0,train
wsj_0918.tml,6,"The profit gain was made despite a weakening in the housing market, for which the company is a supplier, and a strengthening in the dollar, which lowers the value of overseas earnings when they are translated into dollars.","(S (NP (DT The) (NN profit) (NN gain)) (VP (VBD was) (VP (VBN made) (PP (IN despite) (NP (NP (NP (DT a) (NN weakening)) (PP (IN in) (NP (NP (DT the) (NN housing) (NN market)) (, ,) (SBAR (WHPP (IN for) (WHNP (WDT which))) (S (NP (DT the) (NN company)) (VP (VBZ is) (NP (DT a) (NN supplier)))))))) (, ,) (CC and) (NP (NP (DT a) (NN strengthening)) (PP (IN in) (NP (NP (DT the) (NN dollar)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBZ lowers) (NP (NP (DT the) (NN value)) (PP (IN of) (NP (JJ overseas) (NNS earnings))) (SBAR (WHADVP (WRB when)) (S (NP (PRP they)) (VP (VBP are) (VP (VBN translated) (PP (IN into) (NP (NNS dollars)))))))))))))))))) (. .))",e19,ei2005,lowers,a strengthening in the dollar lowers the value of overseas earnings,AUTHOR:ct_plus,ct_minus:1|ct_plus:9|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0918.tml,23,"A spokesman said herbicide use in some areas of the U.S. was delayed earlier in the year by heavy rains, thus increasing sales in the third quarter.","(S (NP (DT A) (NN spokesman)) (VP (VBD said) (SBAR (S (NP (NP (NN herbicide) (NN use)) (PP (IN in) (NP (NP (DT some) (NNS areas)) (PP (IN of) (NP (DT the) (NNP U.S.)))))) (VP (VBD was) (VP (VBN delayed) (ADVP (RB earlier) (PP (IN in) (NP (NP (DT the) (NN year)) (PP (IN by) (NP (JJ heavy) (NNS rains)))) (, ,) (ADVP (RB thus)))) (S (VP (VBG increasing) (NP (NNS sales)) (PP (IN in) (NP (DT the) (JJ third) (NN quarter)))))))))) (. .))",e93,ei2058,increasing,sales inreased in the third quarter,spokesman_AUTHOR:ct_plus|AUTHOR:uu,ct_minus:0|ct_plus:10|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0924.tml,4,Dominion Textile Inc. holders adopted a shareholder-rights plan at the annual meeting.,(S (NP (NNP Dominion) (NNP Textile) (NNP Inc.) (NNS holders)) (VP (VBD adopted) (NP (DT a) (JJ shareholder-rights) (NN plan)) (PP (IN at) (NP (DT the) (JJ annual) (NN meeting)))) (. .)),e1,ei159,adopted,Dominion Textile Inc. holders adopted a shareholder-rights plan,AUTHOR:ct_plus,ct_minus:0|ct_plus:10|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0924.tml,6,Rights attached to the company\'s common shares were issued that are triggered if a hostile bidder acquires more than 20% of the shares outstanding.,(S (NP (NP (NNP Rights)) (VP (VBN attached) (PP (TO to) (NP (NP (DT the) (NN company) (POS 's)) (JJ common) (NNS shares))))) (VP (VBD were) (VP (VBN issued) (SBAR (IN that) (S (VP (VBP are) (VP (VBN triggered) (SBAR (IN if) (S (NP (DT a) (JJ hostile) (NN bidder)) (VP (VBZ acquires) (S (NP (NP (QP (JJR more) (IN than) (CD 20)) (NN %)) (PP (IN of) (NP (DT the) (NNS shares)))) (ADJP (JJ outstanding)))))))))))) (. .)),e10,ei166,acquires,a hostile bidder will acquire more than 20% of the shares outstanding,AUTHOR:uu,ct_minus:0|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:1|uu:9,train
wsj_0924.tml,7,"Once triggered, the rights allow holders to buy additional shares at 50% of the then current market price or, at the board\'s discretion, to receive securities or assets.","(S (SBAR (IN Once) (S (VP (VBD triggered)))) (, ,) (NP (DT the) (NNS rights)) (VP (VBP allow) (S (NP (NNS holders)) (VP (VP (TO to) (VP (VB buy) (NP (JJ additional) (NNS shares)) (PP (IN at) (NP (NP (CD 50) (NN %)) (PP (IN of) (NP (DT the) (RB then) (JJ current) (NN market) (NN price))))))) (CC or) (, ,) (VP (PP (IN at) (NP (NP (DT the) (NN board) (POS 's)) (NN discretion))) (, ,) (TO to) (VP (VB receive) (NP (NNS securities) (CC or) (NNS assets))))))) (. .))",e11,ei167,triggered,the rights will be triggered,AUTHOR:uu,ct_minus:0|ct_plus:0|pr_minus:0|pr_plus:1|ps_minus:0|ps_plus:4|uu:5,train
wsj_0927.tml,23,"Mr. Schwarz\'s great-grandfather founded the New York toy store F.A.O. Schwarz, but his family no longer has ties to the company.","(S (S (NP (NP (NNP Mr.) (NNP Schwarz) (POS 's)) (NN great-grandfather)) (VP (VBD founded) (NP (DT the) (NNP New) (NNP York) (NN toy) (NN store) (NNP F.A.O.) (NNP Schwarz)))) (, ,) (CC but) (S (NP (PRP$ his) (NN family)) (ADVP (RB no) (RB longer)) (VP (VBZ has) (NP (NP (NNS ties)) (PP (TO to) (NP (DT the) (NN company)))))) (. .))",e64,ei2453,has,his family has ties to the company,AUTHOR:ct_minus,ct_minus:10|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0928.tml,12,"But problems in manufacturing, forecasting demand and getting the bugs out of a new management information system made it extremely difficult for Sun to meet demand for its newest computers well into the summer.","(S (CC But) (NP (NP (NNS problems)) (PP (IN in) (S (VP (VP (VBG manufacturing)) (, ,) (VP (VBG forecasting) (NP (NN demand))) (CC and) (VP (VBG getting) (NP (DT the) (NNS bugs)) (PRT (RP out)))))) (PP (IN of) (NP (DT a) (JJ new) (NN management) (NN information) (NN system)))) (VP (VBD made) (S (NP (PRP it)) (ADJP (RB extremely) (JJ difficult) (PP (IN for) (NP (NNP Sun)))) (S (VP (TO to) (VP (VB meet) (NP (NP (NN demand)) (PP (IN for) (NP (PRP$ its) (JJS newest) (NNS computers)))) (PP (RB well) (IN into) (NP (DT the) (NN summer)))))))) (. .))",e35,ei2015,demand,there will be a demand for Sun's newest computers,AUTHOR:pr_minus,ct_minus:0|ct_plus:4|pr_minus:0|pr_plus:1|ps_minus:1|ps_plus:1|uu:3,train
wsj_0928.tml,15,Sun also reported a record backlog of orders.,(S (NP (NNP Sun)) (ADVP (RB also)) (VP (VBD reported) (NP (NP (DT a) (JJ record) (NN backlog)) (PP (IN of) (NP (NNS orders))))) (. .)),e100,ei2025,record,there has been a record backlog of orders,Sun_AUTHOR:ct_plus|AUTHOR:uu,ct_minus:0|ct_plus:10|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0928.tml,17,"Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc.","(S (ADVP (RB Recently)) (, ,) (NP (NNS analysts)) (VP (VBP have) (VP (VBD said) (SBAR (S (NP (NNP Sun)) (ADVP (RB also)) (VP (VBZ is) (ADJP (JJ vulnerable) (PP (TO to) (NP (NN competition)))) (PP (IN from) (NP (NP (NP (NNP International) (NNP Business) (NNPS Machines) (NNP Corp.)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBZ plans) (S (VP (TO to) (VP (VB introduce) (NP (NP (DT a) (NN group)) (PP (IN of) (NP (NNS workstations)))) (NP-TMP (RB early) (JJ next) (NN year)))))))) (, ,)) (CC and) (NP (NNP Next) (NNP Inc.))))))))))",e102,ei2030,vulnerable,Sun is vulnerable to competition from International Business Machines Corp.,analysts_AUTHOR:ct_plus|AUTHOR:uu,ct_minus:0|ct_plus:7|pr_minus:0|pr_plus:3|ps_minus:0|ps_plus:0|uu:0,train
wsj_0938.tml,5,The board said Mr. Drabinsky and Vice Chairman Myron Gottlieb are negotiating financing before offering C$16.40 a share to acquire all of Cineplex\'s shares outstanding.,(S (NP (DT The) (NN board)) (VP (VBD said) (SBAR (S (NP (NNP Mr.) (NNP Drabinsky) (CC and) (NNP Vice) (NNP Chairman) (NNP Myron) (NNP Gottlieb)) (VP (VBP are) (VP (VBG negotiating) (NP (NN financing)) (PP (IN before) (S (VP (VBG offering) (NP ($ C$) (CD 16.40)) (NP (DT a) (NN share)) (S (VP (TO to) (VP (VB acquire) (S (NP (NP (DT all)) (PP (IN of) (NP (NP (NNP Cineplex) (POS 's)) (NNS shares)))) (ADJP (JJ outstanding)))))))))))))) (. .)),e10,ei768,offering,Mr. Drabinsky and Vice Chairman Myron Gottlieb will offer C$16.40 a share,board_AUTHOR:uu|AUTHOR:uu,ct_minus:0|ct_plus:0|pr_minus:0|pr_plus:4|ps_minus:0|ps_plus:3|uu:3,train
wsj_0938.tml,12,"She declined to identify other bidders but said Mr. Drabinsky\'s offer ""is all cash, and it\'s for all of the company.""","(S (S (NP (PRP She)) (VP (VP (VBD declined) (S (VP (TO to) (VP (VB identify) (NP (JJ other) (NNS bidders)))))) (CC but) (VP (VBD said) (SBAR (S (NP (NP (NNP Mr.) (NNP Drabinsky) (POS 's)) (NN offer)) (`` ``) (VP (VBZ is) (NP (DT all) (NN cash)))))))) (, ,) (CC and) (S (NP (PRP it)) (VP (VBZ 's) (PP (IN for) (NP (NP (DT all)) (PP (IN of) (NP (DT the) (NN company))))))) (. .) ('' ''))",e60,ei797,identify,she identified other bidders,AUTHOR:ct_minus,ct_minus:10|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0938.tml,12,"She declined to identify other bidders but said Mr. Drabinsky\'s offer ""is all cash, and it\'s for all of the company.""","(S (S (NP (PRP She)) (VP (VP (VBD declined) (S (VP (TO to) (VP (VB identify) (NP (JJ other) (NNS bidders)))))) (CC but) (VP (VBD said) (SBAR (S (NP (NP (NNP Mr.) (NNP Drabinsky) (POS 's)) (NN offer)) (`` ``) (VP (VBZ is) (NP (DT all) (NN cash)))))))) (, ,) (CC and) (S (NP (PRP it)) (VP (VBZ 's) (PP (IN for) (NP (NP (DT all)) (PP (IN of) (NP (DT the) (NN company))))))) (. .) ('' ''))",e61,ei798,said,she said something about Mr. Drabinsky's offer,AUTHOR:ct_plus,ct_minus:0|ct_plus:9|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:1,train
wsj_0938.tml,17,"Mr. Drabinsky, who would have had the right to vote those shares for two years, said the purchase, subsequently rejected by regulators, was aimed at consolidating his control of the company.","(S (NP (NP (NNP Mr.) (NNP Drabinsky)) (, ,) (SBAR (WHNP (WP who)) (S (VP (MD would) (VP (VB have) (VP (VBN had) (NP (DT the) (NN right)) (S (VP (TO to) (VP (VB vote) (NP (DT those) (NNS shares)) (PP (IN for) (NP (CD two) (NNS years))))))))))) (, ,)) (VP (VBD said) (SBAR (S (NP (NP (DT the) (NN purchase)) (, ,) (VP (ADVP (RB subsequently)) (VBN rejected) (PP (IN by) (NP (NNS regulators)))) (, ,)) (VP (VBD was) (VP (VBN aimed) (PP (IN at) (S (VP (VBG consolidating) (NP (NP (PRP$ his) (NN control)) (PP (IN of) (NP (DT the) (NN company)))))))))))) (. .))",e195,ei811,had,Mr. Drabinsky had the right to vote those shares,AUTHOR:ct_minus,ct_minus:1|ct_plus:3|pr_minus:2|pr_plus:0|ps_minus:0|ps_plus:1|uu:3,train
wsj_0938.tml,17,"Mr. Drabinsky, who would have had the right to vote those shares for two years, said the purchase, subsequently rejected by regulators, was aimed at consolidating his control of the company.","(S (NP (NP (NNP Mr.) (NNP Drabinsky)) (, ,) (SBAR (WHNP (WP who)) (S (VP (MD would) (VP (VB have) (VP (VBN had) (NP (DT the) (NN right)) (S (VP (TO to) (VP (VB vote) (NP (DT those) (NNS shares)) (PP (IN for) (NP (CD two) (NNS years))))))))))) (, ,)) (VP (VBD said) (SBAR (S (NP (NP (DT the) (NN purchase)) (, ,) (VP (ADVP (RB subsequently)) (VBN rejected) (PP (IN by) (NP (NNS regulators)))) (, ,)) (VP (VBD was) (VP (VBN aimed) (PP (IN at) (S (VP (VBG consolidating) (NP (NP (PRP$ his) (NN control)) (PP (IN of) (NP (DT the) (NN company)))))))))))) (. .))",e202,ei815,purchase,there was a purchase,Drabinsky_AUTHOR:ct_minus|AUTHOR:ct_minus,ct_minus:7|ct_plus:3|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0938.tml,19,"The directors did n\'t indicate the source of financing for Mr. Drabinsky\'s new proposal, but said MCA and the Bronfman associates agreed in principle to buy for $57 million and then lease back to Cineplex its 18-screen theater complex in Universal City, Calif., if Mr. Drabinsky succeeds in an offer.","(S (NP (DT The) (NNS directors)) (VP (VBD did) (SBAR (S (S (NP (NP (NN n) (POS ')) (NN t)) (VP (VP (VBP indicate) (NP (NP (DT the) (NN source)) (PP (IN of) (NP (NP (NN financing)) (PP (IN for) (NP (NP (NNP Mr.) (NNP Drabinsky) (POS 's)) (JJ new) (NN proposal))))))) (, ,) (CC but) (VP (VBD said) (NP (NNP MCA))))) (CC and) (S (NP (DT the) (NNP Bronfman) (NNS associates)) (VP (VBD agreed) (PP (IN in) (NP (NN principle))) (S (VP (TO to) (VP (VP (VB buy) (PP (IN for) (NP (QP ($ $) (CD 57) (CD million))))) (CC and) (VP (ADVP (RB then)) (VB lease) (PRT (RP back)) (PP (TO to) (NP (NNP Cineplex)))) (NP (NP (PRP$ its) (JJ 18-screen) (NN theater) (NN complex)) (PP (IN in) (NP (NP (NNP Universal) (NNP City)) (, ,) (NP (NNP Calif.)) (, ,)))) (SBAR (IN if) (S (NP (NNP Mr.) (NNP Drabinsky)) (VP (VBZ succeeds) (PP (IN in) (NP (DT an) (NN offer)))))))))))))) (. .))",e94,ei821,indicate,the directors indicated the source of financing,AUTHOR:ct_minus,ct_minus:10|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
